NAME,YEAR,DIRECTOR,RATINGS,REVIEWS,RATING_SCORES,POLARITY_SCORES,COMPOUND,COMPOUND_CLASSIFICATION,RATING_CLASSIFICATION
Princess Mononoke,1997,Hayao Miyazaki, ★★★★★ ," Forgot to review this film. It's one of those films that everyone HAS to watch at least once in their life. I would call this film a ""Brilliant Piece of Art"" and with a perfect plot. The movie has a good message about war and how people think that they are fighting for the right cause and how stupid it is. We should probably ask our self what we fight for before we do it. ***",5.0,"{'neg': 0.141, 'neu': 0.74, 'pos': 0.118, 'compound': -0.25}",-0.25,neu,pos
Tokyo Story,1953,Yasujirō Ozu, ★★★★★ ," My first Ozu film, and yeah...I get it. I'm not going to write a lot right now because honestly the last 15 minutes of this hit me really hard and I'm a bit of a mess right now. What a film. Setsuko Hara is wonderful in this. I completely understand why this is viewed as one of the greatest films of all time.""Isn't life disappointing?""""Yes, it is. ***",5.0,"{'neg': 0.057, 'neu': 0.794, 'pos': 0.149, 'compound': 0.8275}",0.8275,pos,pos
All About Eve,1950,Joseph L. Mankiewicz, ★★★★½ ,"  margo channing: *does anything*me: the power that that has, the intelligence that that has, the clearance that that has, the access that that has, the influence that that has, the profile that that has, the international implications that that has ***",4.5,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.4767}",0.4767,neu,pos
Amour,2012,Michael Haneke, ★★★★★ , Viewed on NetflixThis wasn't the easiest film for me to see.In fact I've been putting it off for a few years because it hit a little too close to home.My parents went through this.My father was the one who was sick. My mother took care of him for 9 years.My father died 4 weeks ago. My mother died 10 months before he did.I miss them both.With Amour... ***,5.0,"{'neg': 0.191, 'neu': 0.767, 'pos': 0.042, 'compound': -0.8815}",-0.8815,neg,pos
The Shining,1980,Stanley Kubrick, ★★★★★ ," This review may contain spoilers. I can handle the truth.  Jack: oomf 😬Wendy: STOP.... just @ them sis Jack: HFNDNFHBGNDN ok so he killed his family in a h*tel and then himself and now he’s like.......telling me to do it LMFAOWendy: WIG LMAOOOOO but like 👀 wyd 🤔Halloran: dam.....that shit hurted 😔👌Wendy: call me shelley duBald, bitch! i’m unstanning gl running the overflop hotel 🤡Danny: oomf in the maze...........i have to laughJack: SITTING 👑💁‍♀️💅  ***",5.0,"{'neg': 0.153, 'neu': 0.738, 'pos': 0.109, 'compound': -0.7802}",-0.7802,neg,pos
Witness for the Prosecution,1957,Billy Wilder, ★★★★ ," ""It's been a long time since I was an actress, and I never before played such an important role.""All the world's a stage—or at least all the courtroom is. Billy Wilder ***",4.0,"{'neg': 0.068, 'neu': 0.871, 'pos': 0.06, 'compound': -0.0608}",-0.0608,neu,pos
Moonlight,2016,Barry Jenkins, ★★★★½ ," blue/blo͞o/adjective1. of a color intermediate between green and violet, as of the sky or sea on a sunny day.""the clear blue sky""2. informal(of a person or mood) melancholy, sad, or depressed.""he's feeling blue"" ***",4.5,"{'neg': 0.154, 'neu': 0.668, 'pos': 0.177, 'compound': -0.0258}",-0.0258,neu,pos
Winter Light,1963,Ingmar Bergman, ★★★★ ," While Schrader's film was heavily influenced by this I think they're on two completely different pages. For one, this doesn't have a magical mystery tour. Secondly, I'm tired and am gonna go to bed, actually. ***",4.0,"{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.4404}",-0.4404,neu,pos
Taste of Cherry,1997,Abbas Kiarostami, ★★★★ ," the red and yellow of the sun at sunset, don’t you want to see that anymore? ***",4.0,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.0772}",0.0772,neu,pos
Howl's Moving Castle,2004,Hayao Miyazaki, ★★★★★ , when am i gonna find the howl to my sophie please god i'm begging you ***,5.0,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.5267}",0.5267,pos,pos
Marcel the Shell with Shoes On,2021,Dean Fleischer Camp, ★★★★★ , I love Marcel so much somebody please give him a raspberry he deserves the world ***,5.0,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.7759}",0.7759,pos,pos
I Am Cuba,1964,Mikhail Kalatozov, ★★★★★ , Academy Museum screening: I had seen this 20yrs ago in a class on vhs and only remembered fragments but this screening of the DCP was transcendent. Truly Pure Cinema. I’ll never stop thinking of that man eating Betties tangerine the morning after. ***,5.0,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.7337}",0.7337,pos,pos
Secrets & Lies,1996,Mike Leigh, ★★★★★ , “We’re all in pain. Why can’t we share our pain. “ ***,5.0,"{'neg': 0.393, 'neu': 0.476, 'pos': 0.131, 'compound': -0.6597}",-0.6597,neg,pos
An Autumn Afternoon,1962,Yasujirō Ozu, ★★★★ ," ozu's films fill me with such comfort, even during the heartbreaking moments. at first i feel like an observer; an outsider peering into the lives of others. but, slowly the film wraps me up and makes me feel like i'm a part of these simple but profound little tales. an autumn afternoon is a beautiful depiction of changing post-war japan and generational/familial relationships, full of interesting characters and color that bring the story to life. ozu is on his way to becoming one of my favorite directors <3 ***",4.0,"{'neg': 0.019, 'neu': 0.754, 'pos': 0.227, 'compound': 0.9702}",0.9702,pos,pos
Brief Encounter,1945,David Lean, ★★★★★ ," Baby, you are gonna miss that train. ***",5.0,"{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neu,pos
Spider-Man: Across the Spider-Verse,2023,Joaquim Dos Santos, ★★★★★ , The most ambitious animated film of all time.I will never forget seeing this in theater. Bursting with beauty AND heart.Full review coming soon… ***,5.0,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.8342}",0.8342,pos,pos
The Thing,1982,John Carpenter, ★★★★ , Everyone has to realize that these gentlemen are the ones who invented Among Us back in 1982 ***,4.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Amour,2012,Michael Haneke, ★★★★ ," Films Watched in 2020 - Film 285100 Movies I Want to Watch in 2020 - Film 73/100April Scavenger Hunt - Film 5/30Jesus Christ, absolutely devastating and shattering. I’m gonna be thinking about this one for a while I already know, it demands space in your head.I feel like if I watched this at a time where I wasn’t feeling good at all mentally then it would make it so much worse for a few days. It’s very affecting, to say the least. ***",4.0,"{'neg': 0.096, 'neu': 0.806, 'pos': 0.099, 'compound': -0.4159}",-0.4159,neu,pos
It's a Wonderful Life,1946,Frank Capra, ★★★★★ ," Mr. Potter you are an absolute savage! Screw the haters Sir, it would be honor to work for you... hope that one day we link up 🙏🙏🙏 ***",5.0,"{'neg': 0.213, 'neu': 0.622, 'pos': 0.165, 'compound': -0.2003}",-0.2003,neu,pos
Howl's Moving Castle,2004,Hayao Miyazaki, ★★★★ , Howl looks like he listens to Tame Impala and does ketamine in the toilets at Glastonbury ***,4.0,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,neu,pos
Satantango,1994,Béla Tarr, ★★★★★ , It was too short it needs a sequel ***,5.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Pather Panchali,1955,Satyajit Ray, ★★★★★ ," rain is on the horizon with the promise of a storm but there is sugarcane in your mouth right now and the field's flowers are gently swaying. the beauty of it all and the harsh reality are not bitter enemies. they are close friends, interweaving to the point that you cannot parse through the difference. such is life. ***",5.0,"{'neg': 0.05, 'neu': 0.669, 'pos': 0.281, 'compound': 0.9558}",0.9558,pos,pos
Z,1969,Costa-Gavras, ★★★★★ ," ‘The military regime banned long hair, miniskirts, Sophocles, Tolstoy, Euripides, Russian-style toasts, strikes, Aristophanes, Ionesco, Sartre, Albee, Pinter, freedom of the press, sociology, Beckett, Dostoyevsky, modern music, pop music, new math and the letter Z, which means HE LIVES in ancient greek’ ***",5.0,"{'neg': 0.111, 'neu': 0.805, 'pos': 0.085, 'compound': -0.0772}",-0.0772,neu,pos
Pather Panchali,1955,Satyajit Ray, ★★★★★ ," This is my first Ray and WOW. If you know me guys I normally do write long thoughts on the film I just saw. But right now I've no words. Absolutely beautiful film with great music, direction, mesmerizing performances and that brilliant sound design and cinematography and that top shots which were used so well. The ending necklace and ""after train"" Scene is really hitting me hard. Wow. Simplicity at its best. Great films never ages. Predictable but yea THIS IS CINEMA™. 🎬 ***",5.0,"{'neg': 0.041, 'neu': 0.6, 'pos': 0.359, 'compound': 0.9918}",0.9918,pos,pos
The Bridge on the River Kwai,1957,David Lean, ★★★★ ," The Bridge on the River Kwai spends most of its considerable running time puffing up a romantic image of the British gentleman soldier, presenting an organized, highly capable military man who handles ever situation—even time as a prisoner of war—with civility, decorum, and perseverance. Then the movie dedicates its final moments to detonating its own stiff upper lip.More here: www.larsenonfilm.com/the-bridge-on-the-river-kwai ***",4.0,"{'neg': 0.054, 'neu': 0.86, 'pos': 0.086, 'compound': 0.2716}",0.2716,neu,pos
All That Jazz,1979,Bob Fosse, ★★★★½ ," Apparently if you want your own great music biopic, you have to make it yourself ***",4.5,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.6597}",0.6597,pos,pos
8½,1963,Federico Fellini, None , Ohhhh I get it it’s about a fuckboy ***,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,neu
Incendies,2010,Denis Villeneuve, ★★★★★ , You did it Denis!!! You did it!!! You fucked me up so badly with that fucking plot twist. FUCK!!! ***,5.0,"{'neg': 0.453, 'neu': 0.547, 'pos': 0.0, 'compound': -0.9438}",-0.9438,neg,pos
The Thing,1982,John Carpenter, ★★★★★ , 100% pure horror.100% complete paranoia.100% practical effects.100% proof that horror doesn't need CGI.100% inimitable.100% Carpenter100% timeless. (it's 38 years old!!)100% terrifying. Still.100% visual masterpiece.100% mold breaking.1000% One of my favourite horror films ever made.p.s. Math was never my strong point. ***,5.0,"{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.937}",-0.937,neg,pos
Ikiru,1952,Akira Kurosawa, ★★★★★ ," life is brief...fall in love, maidens...before the raven tresses,begin to fade...before the flame in your hearts flicker and die...for today, once passed,is never to come again... ***",5.0,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.6369}",0.6369,pos,pos
Chungking Express,1994,Wong Kar-wai, ★★★★★ , sometimes i feel like a can of expired pineapples ***,5.0,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,neu,pos
Life Is Beautiful,1997,Roberto Benigni, ★★★★ ," The brilliantly etched out character of Guido and the charmingly high spirited performance from Roberto Benigni forms the heart n soul of the drama. While the first hour treads as a romantic comedy with enjoyable slapsticks, the second shifts to the dark tragic events of Nazi concentration camp. Filled with some extremely touching and heartbreaking moments, the latter portions beautifully capture the love and sacrifice of a father to defend his child’s innocence. Though you know its far from reality and fictionalized, its executed in a deeply heartfelt and emotionally impactful manner. Highly recommended watch. ***",4.0,"{'neg': 0.053, 'neu': 0.662, 'pos': 0.285, 'compound': 0.9793}",0.9793,pos,pos
Farewell My Concubine,1993,Chen Kaige, ★★★★★ ," Leslie Cheung was truly extraordinary. Who else could give such a fragile performance, like a pendulum swinging from one extreme to the other? So restrained yet absolutely unhinged. So vulnerable yet completely vicious. So alone yet always surrounded by crowds. So filled with self-loathing yet so absolutely self-serving. ***",5.0,"{'neg': 0.141, 'neu': 0.761, 'pos': 0.098, 'compound': -0.3413}",-0.3413,neu,pos
Princess Mononoke,1997,Hayao Miyazaki, ★★★★★ , thinking about the three dead plants sitting in my apartment rn ***,5.0,"{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.6486}",-0.6486,neg,pos
Taste of Cherry,1997,Abbas Kiarostami, None , A bumbling man repeatedly tries and fails to commit suicide in this laugh-a-minute remake of Jerry Lewis's Cracking Up. ***,0.0,"{'neg': 0.286, 'neu': 0.627, 'pos': 0.086, 'compound': -0.7269}",-0.7269,neg,neu
Yi Yi,2000,Edward Yang, ★★★★½ ," beautifully understated, reserved and thoughtful. stories don’t have to involve dramatic matters of life and death — these ideas can be examined with a simple and compassionate approach. yi yi is more than “life goes on” — it’s life goes on but is always changing, forever being shaped by every passing moment. ***",4.5,"{'neg': 0.045, 'neu': 0.822, 'pos': 0.133, 'compound': 0.431}",0.431,neu,pos
Singin' in the Rain,1952,Stanley Donen, ★★★★★ , Turns out the past was funny as fuck ***,5.0,"{'neg': 0.261, 'neu': 0.522, 'pos': 0.216, 'compound': -0.1531}",-0.1531,neu,pos
The 400 Blows,1959,François Truffaut, ★★★★★ ," liberating, all we want is to run away from childhood and get a taste of what’s next in life just to realize we can never run back. ***",5.0,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.0772}",0.0772,neu,pos
Portrait of a Lady on Fire,2019,Céline Sciamma, ★★★★★ ," This review may contain spoilers. I can handle the truth.  “After a while, you’ll see her when you think of me.”  ***",5.0,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.3182,neu,pos
The Lord of the Rings: The Two Towers,2002,Peter Jackson, ★★★★★ , Watching Aragorn fucking BUST through those doors after everyone thought he was dead and throw his head back as if to say “I lived bitch” was no lie my first sexual awakening and I forever owe my life to Viggo Mortensen for that ***,5.0,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.7579}",-0.7579,neg,pos
Rocco and His Brothers,1960,Luchino Visconti, ★★★★ ," ”My whole family arrived unexpectedly like an earthquake…”A sprawling melodrama that’s the story of five brothers from a poor Italian family all trying to find their way, and the mother who desperately wants everything to be alright.This is an incredibly thick movie, and there’s so much to take in, including a fantastic theatrical conclusion, that I feel I need to see it again in order to have any hope of beginning to unpack it. ”I was happy as a child.The trouble started later on.”Cinematic Time Capsule - 1960 RankedMartin Scorsese’s Favorite FilmsRoger Ebert’s The Great Movies Volume III ***",4.0,"{'neg': 0.075, 'neu': 0.749, 'pos': 0.176, 'compound': 0.9081}",0.9081,pos,pos
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick, ★★★★ , They were not joking about this being a comedy ***,4.0,"{'neg': 0.149, 'neu': 0.627, 'pos': 0.224, 'compound': 0.2105}",0.2105,neu,pos
The Red Shoes,1948,Emeric Pressburger, ★★★ , The shoes were red. ***,3.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu,pos
Paper Moon,1973,Peter Bogdanovich, ★★★★★ ," ryan o'neal made an entire career out of playing himbo dumbasses and he's super great at it, i never want to hear any besmearing about how he's a bad actor. he's sooooo good in this. ***",5.0,"{'neg': 0.104, 'neu': 0.616, 'pos': 0.28, 'compound': 0.8393}",0.8393,pos,pos
